term,term_introduced_by,valid_terminology,hanyu_pinyin,translation_type,english_equivalent,sanskrit_equivalent,old_chinese,later_han,middle_chinese,notes,document_frequency,error,validation
生,An Shigao,True,shēng,Semantic,"birth, life, to be born, existence","jāti, janman, utpāda",?,?,?,"'生' is a fundamental term in Buddhist philosophy. It primarily signifies 'birth' (jāti) as one of the twelve links of dependent origination (pratītyasamutpāda) and an aspect of the cycle of suffering (saṃsāra). It also refers to 'life' or 'existence' and is a key component in terms such as 眾生 (zhongshēng, 'all living beings', sattva) and 生死 (shēngsǐ, 'birth and death', saṃsāra).",139,,
癡已盡,An Shigao,True,chī yǐ jìn,Semantic,ignorance exhausted,avidyākṣaya,?,?,?,"Describes a state of liberation where fundamental ignorance (avidyā) has been completely eradicated, a characteristic of Arhats and Buddhas. It signifies the cessation of one of the three poisons.",2,,
四大本,An Shigao,True,sì dà běn,Semantic,The Four Great Originals; The Four Great Root Texts,,,,,"四大本 (sì dà běn) refers to the 'Four Great Originals' or 'Four Great Root Texts,' a term used in Chinese Buddhism to categorize important foundational scriptures or treatises. While the specific texts included under this rubric can vary depending on the school or historical period, it commonly refers to key Madhyamaka treatises or other sets of foundational sutras (e.g., the four major Āgama sutras). It is a Chinese classification rather than a direct translation of a specific Sanskrit term.",3,,
六身愛,An Shigao,False,liù shēn ài,Partial term,six body cravings,,,,,"While 'six' (六), 'body/self' (身), and 'craving/attachment' (愛) are all significant concepts in Buddhism, the specific combination '六身愛' does not appear to be a standard, recognized technical term in Buddhist canon or commentaries. Therefore, it is considered a partial or generic phrase rather than a valid Buddhist terminology.",6,,
四受,An Shigao,True,sì shòu,Semantic,Four feelings; four sensations,catasro vedanāḥ,?,?,?,"Refers to a classification of *vedanā* (feeling/sensation) into four types. While *vedanā* is commonly classified into three (pleasant, painful, neutral) or five (pleasant physical, painful physical, pleasant mental, painful mental, neutral), 'four feelings' often refers to pleasant (樂受, *sukha-vedanā*), painful (苦受, *duḥkha-vedanā*), joyful (喜受, *saumanasya-vedanā*), and sorrowful (憂受, *daurmanasya-vedanā*), typically excluding the neutral feeling (捨受, *upekṣā-vedanā*).",12,,
欲受,An Shigao,True,yù shòu,Semantic,enjoyment of sensual pleasures,kāma-upabhoga,?,?,?,Refers to the enjoyment or experience of sensual desires and objects. It is often an equivalent for the Sanskrit term kāma-upabhoga or kāma-bhoga.,16,,
三有,An Shigao,True,sān yǒu,Semantic,three existences; triple existence; three realms of existence,trayo bhavāḥ; tribhava,?,?,?,"三有 (sān yǒu) refers to the 'three existences' or 'three realms of existence' within the Buddhist cosmology, which are the desire realm (欲有, kāma-bhava), the form realm (色有, rūpa-bhava), and the formless realm (無色有, arūpa-bhava). These correspond to the Three Realms (三界, trailokya) and represent the different modes of existence into which sentient beings can be reborn based on their karma. It is a fundamental concept in Buddhist teachings on saṃsāra.",111,,
四倒,An Shigao,True,sì dǎo,Semantic,four inversions; four perversions; four erroneous views,catvāri viparyāsāḥ,?,?,?,"The 'four inversions' or 'four perversions' refer to the deluded ways sentient beings perceive reality. They are: 1. Perceiving the impermanent (無常, anitya) as permanent (常, nitya). 2. Perceiving suffering (苦, duḥkha) as pleasure (樂, sukha). 3. Perceiving non-self (無我, anātman) as self (我, ātman). 4. Perceiving impurity (不淨, aśuci) as purity (淨, śuci). These inversions are considered fundamental obstacles to spiritual liberation.",30,,
見倒,An Shigao,False,jiàn dǎo,Partial term,to see,,,,,"This is not a recognized standalone Buddhist technical term. In colloquial Cantonese, '見倒' (gin2 dou2) is a common phrase meaning 'to see'. In standard Mandarin, '看到' (kàndào) or '見到' (jiàn dào) are typically used for 'to see', and '見倒' (jiàn dǎo) is not a standard collocation for this meaning. It does not have a specific Buddhist meaning.",4,,
貪欲,An Shigao,True,tānyù,Semantic,"greed, covetousness",lobha,?,?,?,"One of the three poisons (三毒, greed, hatred, and ignorance) in Buddhism. It refers to excessive desire, craving, or attachment to worldly possessions, pleasures, or status, hindering spiritual progress.",264,,
癡惑,An Shigao,True,chīhuò,Semantic,ignorance and delusion,moha,,,,,13,,
賢者諦,An Shigao,True,xiánzhědì,Semantic,Truth of the wise ones; Truth of the sages,āryasatya,?,?,?,"This term refers to the truths understood and proclaimed by the wise or noble ones. It is closely related to 聖諦 (shèngdì), which translates to āryasatya (Noble Truths). The '賢者' (wise person/sage) aspect emphasizes that these truths are comprehended by enlightened beings.",2,,
邪見,An Shigao,True,xiéjiàn,Semantic,wrong view,mithyādṛṣṭi,,,,"Refers to a view that is contrary to the Buddhist teachings, such as denying the law of cause and effect (karma), the Four Noble Truths, or the existence of rebirth. It is considered one of the fundamental afflictions (kleśa).",621,,
五樂,An Shigao,True,wǔlè,Semantic,five pleasures; five joys; five kinds of happiness,pañca kāmaguṇāḥ,,,,"Refers to two main sets of 'five pleasures' in Buddhist contexts: 1) The five objects of sense pleasure (colors, sounds, smells, tastes, and tangible objects). 2) The five kinds of happiness or sources of worldly joy (having a son, a wife, land, wealth, and health).",26,,
不貪,An Shigao,True,bù tān,Semantic,non-greed; absence of greed,alobha,?,?,?,"This term refers to the absence of greed or covetousness, one of the three wholesome roots (善根, kuśala-mūla) in Buddhism, alongside non-hatred (不瞋, adveṣa) and non-delusion (不癡, amoha).",25,,
不恚,An Shigao,True,bù huì,Semantic,non-anger; non-hatred; non-ill-will,adveṣa,,,,"Refers to the absence of anger, hatred, or ill-will, which is a fundamental virtuous mental state in Buddhist practice. It is the antonym of 恚 (huì), which is often considered an affliction (kleśa) or one of the three poisons (dveṣa).",15,,
不癡,An Shigao,True,bù chī,Semantic,not foolish; not ignorant; not deluded; non-delusion,amoha,,,,"Refers to the absence of 'moha' (delusion, ignorance), which is one of the three poisons (greed, hatred, and ignorance) in Buddhism. It signifies wisdom or non-delusion, crucial for spiritual development.",13,,
不淨,An Shigao,True,bù jìng,Semantic,impurity; defilement; the unclean,aśuci; aśubha,,,,"A fundamental Buddhist concept referring to the inherent impurity and impermanence of the body and worldly phenomena. It is often a subject of meditation (bù jìng guān 不淨觀, contemplation of impurity) to counter attachment, craving, and the perception of beauty where there is none.",138,,
意止,An Shigao,True,Yìzhǐ,Semantic,mental stillness; mental stabilization; concentration,citta-samādhi,?,?,?,"Refers to the stabilization or concentration of the mind, often in the context of meditation practices like śamatha (止). It signifies the stopping of mental wandering and settling the mind.",29,,
白黑,An Shigao,False,bái hēi,Generic phrase,white and black,śukla-kṛṣṇa,?,?,?,"A common descriptive phrase meaning 'white and black'. While the colors white and black can symbolize purity and impurity or good and bad karma in Buddhist thought (e.g., 白法 'white dharmas' and 黑法 'black dharmas', or 白黑業 'white and black karma'), '白黑' itself is not a specific technical Buddhist term.",2,,
覺意,An Shigao,True,juéyì,Semantic,awakened thought,buddhi,?,?,?,"Refers to the awakened mind or enlightened thought. It can be a translation of buddhi (intellect, understanding) in some contexts.",69,,
淨觀,An Shigao,True,Jìngguān,Semantic,Pure observation; pure insight; undefiled contemplation,viśuddha-darśana,?,?,?,"This term refers to a form of observation, contemplation, or insight that is pure, undefiled, and free from the distortions of defilements (kleśas) or dualistic thinking. It signifies a clear and unclouded understanding of reality, often cultivated through spiritual practice.",9,,
不淨觀,An Shigao,True,Bùjìngguān,Semantic,Contemplation of impurity; Meditation on impurity,Aśubhā-bhāvanā,?,?,?,"A fundamental meditation practice in Buddhism, aimed at overcoming attachment, lust, and desire by contemplating the impermanent and unattractive aspects of the body and all compounded phenomena. It is one of the five meditations (五停心觀).",94,,
解脫觀,An Shigao,True,jiětuōguān,Semantic,Contemplation of liberation; view of liberation,vimokṣadarśana; vimuktidarśana,,,,"解脫 (jiětuō) is a semantic translation of Sanskrit 'vimokṣa' or 'mokṣa' meaning 'liberation' or 'emancipation'. 觀 (guān) is a semantic translation of Sanskrit 'darśana' or 'vipaśyanā' meaning 'view', 'contemplation', or 'insight'. The term thus refers to the contemplation or view leading to or concerning liberation.",2,,
止觀,An Shigao,True,Zhǐguān,Semantic,Calming and insight; cessation and contemplation,śamatha-vipaśyanā,?,?,?,"A fundamental concept in Buddhist meditation, particularly emphasized in the Tiantai (Tendai) school. It refers to the twin practices of cultivating mental calm (śamatha) and developing penetrating insight into the nature of reality (vipaśyanā).",73,,
無所著,An Shigao,True,wú suǒ zhù,Semantic,non-attachment; unattached; without abiding,asaṅga,,,,"A fundamental Buddhist concept referring to freedom from clinging or grasping, or not dwelling on anything.",161,,
無為,An Shigao,True,wúwéi,Semantic,unconditioned; non-action; non-doing; inactive,asaṃskṛta,?,?,?,"無為 (wúwéi) is a fundamental Buddhist concept, meaning 'unconditioned' or 'non-action.' It refers to that which is not produced, made, or conditioned by causes and conditions, and therefore is not subject to change, decay, or cessation. It is the opposite of 有為 (yǒuwéi), 'conditioned.' Nirvāṇa is often described as 無為.",382,,
苦盡,An Shigao,False,kǔ jìn,Generic phrase,Suffering ends; Bitterness ends; The end of hardship,,,,,"This is a common Chinese idiom or proverb, often appearing as part of the four-character phrase 苦盡甘來 (kǔ jìn gān lái), meaning ""after suffering comes happiness."" While the concept of ending suffering is central to Buddhism, '苦盡' itself is not a specific Buddhist technical term or doctrine.",21,,
無餘,An Shigao,True,wúyú,Semantic,"without remainder, remainderless",nirupadhiśeṣa,,,,"This term literally means 'without remainder' or 'remainderless'. In Buddhist contexts, it is commonly used in phrases such as '無餘涅槃' (wúyú nièpán), which translates to 'remainderless nirvana' (nirupadhiśeṣa-nirvāṇa), indicating a complete and final cessation of suffering and existence without any remaining aggregates (skandhas) or substratum for rebirth.",23,,
非常想,An Shigao,False,fēi cháng xiǎng,Generic phrase,really want; extremely desire,,,,,"This phrase literally means 'very much want/think/desire' and is a common modern Chinese expression. While '想' (xiǎng) can relate to the Buddhist concept of saṃjñā (perception/ideation), '非常想' as a whole does not constitute a specific technical Buddhist term, idiom, or concept.",3,,
八法,An Shigao,True,bāfǎ,Semantic,Eight Dharmas; Eight Principles,aṣṭadharmāḥ,,,,"This term refers to various sets of eight principles or dharmas in Buddhism. A prominent example is the 'Eight Worldly Dharmas' (八風 or 八世法), also known as the Eight Worldly Winds, which are gain and loss, fame and disgrace, praise and blame, and pleasure and pain. It can also refer to other specific sets of eight, such as the eight methods of the physician, metaphorically referring to the Buddha's teachings.",37,,
