term,term_introduced_by,document_frequency
大莊嚴藏,Buddhabhadra,2
一切鬘座,Buddhabhadra,2
寂滅相續,Buddhabhadra,2
愚癡暗,Buddhabhadra,2
所聞不虛,Buddhabhadra,2
行捨念淨,Buddhabhadra,2
可愛樂身,Buddhabhadra,2
寂滅行處,Buddhabhadra,2
不淨觀門,Buddhabhadra,2
無所味著,Buddhabhadra,2
十種慧,Buddhabhadra,2
無上辯,Buddhabhadra,2
柔軟妙衣,Buddhabhadra,2
法旋流,Buddhabhadra,2
無二處,Buddhabhadra,2
寂靜窟,Buddhabhadra,2
寂滅涅槃界,Buddhabhadra,2
不捨相,Buddhabhadra,2
佛際,Buddhabhadra,2
三世諸佛種姓,Buddhabhadra,2
阿婆邏,Buddhabhadra,2
深智地,Buddhabhadra,2
大願風輪,Buddhabhadra,2
一佛為一切佛,Buddhabhadra,2
無量積聚,Buddhabhadra,2
宿世善知識,Buddhabhadra,2
貪欲之罪,Buddhabhadra,2
無自心,Buddhabhadra,2
香水海,Buddhabhadra,2
菩提樹王,Buddhabhadra,2
大迴向經,Buddhabhadra,2
如來藏菩薩,Buddhabhadra,2
伊那尼羅寶,Buddhabhadra,2
大法師記,Buddhabhadra,2
燈明法門,Buddhabhadra,2
聲聞道集,Buddhabhadra,2
離癡亂行,Buddhabhadra,2
成壞劫,Buddhabhadra,2
世間語言法,Buddhabhadra,2
妙德藏菩薩,Buddhabhadra,2
道樹行,Buddhabhadra,2
眾苦陰,Buddhabhadra,2
菩薩流,Buddhabhadra,2
不死命根,Buddhabhadra,2
如幻生,Buddhabhadra,2
大象寶車,Buddhabhadra,2
無上觀,Buddhabhadra,2
如來密教,Buddhabhadra,2
調順心,Buddhabhadra,2
不可說不可說轉,Buddhabhadra,2
寂然不亂,Buddhabhadra,2
少欲知止足,Buddhabhadra,2
聖迹,Buddhabhadra,2
如來智甚深,Buddhabhadra,2
金剛王,Buddhabhadra,2
淨智慧行,Buddhabhadra,2
宿善根力,Buddhabhadra,2
普賢教,Buddhabhadra,2
真實觀法,Buddhabhadra,2
離虛妄心,Buddhabhadra,2
梵智,Buddhabhadra,2
生死險難惡處,Buddhabhadra,2
焰熾藏菩薩,Buddhabhadra,2
空慧三昧,Buddhabhadra,2
華嚴三昧,Buddhabhadra,2
龍自在王,Buddhabhadra,2
菩薩之寶,Buddhabhadra,2
天沈水香,Buddhabhadra,2
涅槃不可盡,Buddhabhadra,2
三昧正受想,Buddhabhadra,2
常住妙身,Buddhabhadra,2
中正意,Buddhabhadra,2
金剛力士神,Buddhabhadra,2
陰入界緣起,Buddhabhadra,2
知經書功德,Buddhabhadra,2
除見疑悔,Buddhabhadra,2
一切香座,Buddhabhadra,2
念念磨滅,Buddhabhadra,2
象王三昧,Buddhabhadra,2
祇邏,Buddhabhadra,2
五苦眾生,Buddhabhadra,2
諸天清淨身,Buddhabhadra,2
藕絲孔,Buddhabhadra,2
無盡妙音,Buddhabhadra,2
肉髻骨,Buddhabhadra,2
佛興世間,Buddhabhadra,2
菩薩莊嚴具,Buddhabhadra,2
清淨菩提之心,Buddhabhadra,2
灌頂記,Buddhabhadra,2
灌頂授記,Buddhabhadra,2
第六念,Buddhabhadra,2
菩薩無壞法門,Buddhabhadra,2
諸生死趣,Buddhabhadra,2
諸地是處非是處,Buddhabhadra,2
法王記,Buddhabhadra,2
無上智佛,Buddhabhadra,2
法界等心,Buddhabhadra,2
分別善法,Buddhabhadra,2
安立眾生於一切智,Buddhabhadra,2
善覺智,Buddhabhadra,2
無礙乘,Buddhabhadra,2
三昧波羅蜜,Buddhabhadra,2
無明曀,Buddhabhadra,2
菩提愛,Buddhabhadra,2
三昧正念,Buddhabhadra,2
無相有相,Buddhabhadra,2
大乘莊嚴,Buddhabhadra,2
虛空等身,Buddhabhadra,2
妙香水,Buddhabhadra,2
道臥,Buddhabhadra,2
欝單越界,Buddhabhadra,2
行盡死,Buddhabhadra,2
普光喜幢法門,Buddhabhadra,2
如來無見頂相,Buddhabhadra,2
寶蓮華藏師子座,Buddhabhadra,2
尊重行,Buddhabhadra,2
音聲忍,Buddhabhadra,2
摩伽羅魚,Buddhabhadra,2
大慈智慧,Buddhabhadra,2
採寶導師,Buddhabhadra,2
天眼無礙智,Buddhabhadra,2
解脫智慧果,Buddhabhadra,2
寂滅無漏智,Buddhabhadra,2
一切眾生身三昧,Buddhabhadra,2
一切智底,Buddhabhadra,2
一切法無滅,Buddhabhadra,2
大海等心,Buddhabhadra,2
布施門,Buddhabhadra,2
觀法真實,Buddhabhadra,2
妙法藥,Buddhabhadra,2
安住梵行,Buddhabhadra,2
世間出世間法行,Buddhabhadra,2
末田地,Buddhabhadra,2
佛德藏菩薩,Buddhabhadra,2
三世諸如來種,Buddhabhadra,2
無益言,Buddhabhadra,2
必定無上大道,Buddhabhadra,2
心慧解脫,Buddhabhadra,2
隨好,Buddhabhadra,2
十二支緣起,Buddhabhadra,2
淨修諸佛國,Buddhabhadra,2
智慧照明藏菩薩,Buddhabhadra,2
煩惱怨敵,Buddhabhadra,2
不可壞智慧法門,Buddhabhadra,2
識種猶如幻,Buddhabhadra,2
賢首菩薩品,Buddhabhadra,2
兩舌之罪,Buddhabhadra,2
碼碯器,Buddhabhadra,2
說是非說,Buddhabhadra,2
得一切入,Buddhabhadra,2
六欲魔王,Buddhabhadra,2
離垢劫,Buddhabhadra,2
須彌崩倒,Buddhabhadra,2
十善業迹,Buddhabhadra,2
無垢境界,Buddhabhadra,2
星宿王如來,Buddhabhadra,2
利矟,Buddhabhadra,2
清淨道地,Buddhabhadra,2
解脫味為漿,Buddhabhadra,2
有覺亦有觀,Buddhabhadra,2
寶形像雲,Buddhabhadra,2
非黑非白能盡業,Buddhabhadra,2
降神入母胎,Buddhabhadra,2
依如來住,Buddhabhadra,2
諸地神通,Buddhabhadra,2
深妙行,Buddhabhadra,2
佛正法雲,Buddhabhadra,2
正覺之心,Buddhabhadra,2
佛境界照,Buddhabhadra,2
佛眷屬海,Buddhabhadra,2
三世佛家,Buddhabhadra,2
賢首佛,Buddhabhadra,2
法力身,Buddhabhadra,2
真實正道,Buddhabhadra,2
寶鬘瓔珞,Buddhabhadra,2
淨法圓滿,Buddhabhadra,2
僧伽羅叉,Buddhabhadra,2
寂靜莊嚴,Buddhabhadra,2
調伏諸根心,Buddhabhadra,2
三種無常,Buddhabhadra,2
甚深解脫,Buddhabhadra,2
憂慼滅,Buddhabhadra,2
不離念諸力無畏不共法,Buddhabhadra,2
諸通心,Buddhabhadra,2
超越境界,Buddhabhadra,2
善誓,Buddhabhadra,2
普眼般若波羅蜜門,Buddhabhadra,2
無礙慧光,Buddhabhadra,2
惡趣分,Buddhabhadra,2
勝妙三昧,Buddhabhadra,2
疑惑刺,Buddhabhadra,2
諸地清淨行,Buddhabhadra,2
三輪化度,Buddhabhadra,2
定不退心,Buddhabhadra,2
菩薩道莊嚴,Buddhabhadra,2
智慧藏身,Buddhabhadra,2
甚深大法,Buddhabhadra,2
寂靜三昧門,Buddhabhadra,2
無畏之座,Buddhabhadra,2
普賢大菩薩,Buddhabhadra,2
有使善根,Buddhabhadra,2
現前定,Buddhabhadra,2
無壞力,Buddhabhadra,2
堅固之香,Buddhabhadra,2
一切華座,Buddhabhadra,2
佛依果,Buddhabhadra,2
眾生語言海,Buddhabhadra,2
正法諦,Buddhabhadra,2
客塵所染,Buddhabhadra,2
那羅延幢,Buddhabhadra,2
眾生諸根海,Buddhabhadra,2
住持變化,Buddhabhadra,2
照明十方天子,Buddhabhadra,2
七寶四兵,Buddhabhadra,2
真金器,Buddhabhadra,2
虛妄非虛妄,Buddhabhadra,2
眾行如芭蕉,Buddhabhadra,2
大光明網藏菩薩,Buddhabhadra,2
摩訶衍乘,Buddhabhadra,2
無礙慧明,Buddhabhadra,2
真法化生,Buddhabhadra,2
大慈悲主,Buddhabhadra,2
不退轉一切種智,Buddhabhadra,2
大乘智慧,Buddhabhadra,2
塵賊,Buddhabhadra,2
十行品,Buddhabhadra,2
毘樓遮那如來,Buddhabhadra,2
難度海,Buddhabhadra,2
菩薩法寶,Buddhabhadra,2
九十六種外道邪見,Buddhabhadra,2
提舍難陀比丘尼,Buddhayaśas,2
七犯聚,Buddhayaśas,2
罪處所白四羯磨,Buddhayaśas,2
俱遮羅,Buddhayaśas,2
符書呪,Buddhayaśas,2
般陀比丘,Buddhayaśas,2
受夏衣,Buddhayaśas,2
富那婆娑,Buddhayaśas,2
有覺有觀喜樂一心,Buddhayaśas,2
小定,Buddhayaśas,2
論法毘尼,Buddhayaśas,2
慚愧者安隱,Buddhayaśas,2
夏衣,Buddhayaśas,2
神足在空,Buddhayaśas,2
除一切結使,Buddhayaśas,2
糞掃臥具,Buddhayaśas,2
被擯沙彌,Buddhayaśas,2
迦蘭陀村,Buddhayaśas,2
無有止足,Buddhayaśas,2
滅諍揵度,Buddhayaśas,2
得無漏聖道,Buddhayaśas,2
受戒犍度,Buddhayaśas,2
諍毘尼,Buddhayaśas,2
毘舍離梨奢,Buddhayaśas,2
念無錯亂,Buddhayaśas,2
殘宿食噉,Buddhayaśas,2
擲籌分,Buddhayaśas,2
法和合自恣,Buddhayaśas,2
旃檀末香,Buddhayaśas,2
知不麁惡,Buddhayaśas,2
堅持惡見,Buddhayaśas,2
繫鉢想,Buddhayaśas,2
滅諸欲愛盡涅槃,Buddhayaśas,2
曬治,Buddhayaśas,2
不可作婬處,Buddhayaśas,2
永寂休息,Buddhayaśas,2
瘡淨,Buddhayaśas,2
散欲熱,Buddhayaśas,2
出離之樂,Buddhayaśas,2
讚歎出離為樂,Buddhayaśas,2
塔寺事,Buddhayaśas,2
佛未制戒前,Buddhayaśas,2
二道好惡,Buddhayaśas,2
差羅波尼,Buddhayaśas,2
別眾自恣,Buddhayaśas,2
定業報,Buddhayaśas,2
除眾結縛,Buddhayaśas,2
夜分齊,Buddhayaśas,2
知麁惡,Buddhayaśas,2
遮阿㝹婆陀,Buddhayaśas,2
如來跡,Buddhayaśas,2
憂鉢羅鉢頭,Buddhayaśas,2
遮摩羅國,Buddhayaśas,2
給孤獨食,Buddhayaśas,2
樂處寂靜,Buddhayaśas,2
摩竭提王阿闍世,Buddhayaśas,2
警意思惟,Buddhayaśas,2
憂婆私,Buddhayaśas,2
用多人語,Buddhayaśas,2
定久住,Buddhayaśas,2
伊師皮,Buddhayaśas,2
方毘尼,Buddhayaśas,2
摩醯首羅天子,Buddhayaśas,2
遮不共僧事,Buddhayaśas,2
不著華香瓔珞,Buddhayaśas,2
離喜住樂,Buddhayaśas,2
初制,Buddhayaśas,2
樓醯那,Buddhayaśas,2
制舉,Buddhayaśas,2
捨欲惡不善法,Buddhayaśas,2
諸法之主,Buddhayaśas,2
覆藏重罪,Buddhayaśas,2
誦戒序,Buddhayaśas,2
聖眼根,Buddhayaśas,2
後食上,Buddhayaśas,2
貪欲念,Buddhayaśas,2
遮身衣,Buddhayaśas,2
斷諍法,Buddhayaśas,2
自言坐,Buddhayaśas,2
隨施受,Buddhayaśas,2
持戒聚,Buddhayaśas,2
非正食,Buddhayaśas,2
瞻病比丘,Buddhayaśas,2
齋優婆私,Buddhayaśas,2
質多羅居士,Buddhayaśas,2
增上勝法,Buddhayaśas,2
解脫入三昧,Buddhayaśas,2
六犯所起,Buddhayaśas,2
滅諍語,Buddhayaśas,2
永寂之處,Buddhayaśas,2
共住羯磨,Buddhayaśas,2
捨妄語,Buddhayaśas,2
修習正業,Buddhayaśas,2
好呪,Buddhayaśas,2
別眾受籌,Buddhayaśas,2
比丘尼媒嫁,Buddhayaśas,2
易護,Buddhayaśas,2
盡形請,Buddhayaśas,2
輸頭檀那王,Buddhayaśas,2
摩醯陀羅像,Buddhayaśas,2
聖蹤,Buddhayaśas,2
化作異身,Buddhayaśas,2
離於文字,Buddhayaśas,2
檀尼迦陶師子,Buddhayaśas,2
因緣滅法,Buddhayaśas,2
佛屋,Buddhayaśas,2
更不復受生,Buddhayaśas,2
虛空藏菩薩經,Buddhayaśas,2
罰謫,Buddhayaśas,2
三事自恣見聞疑,Buddhayaśas,2
藏鉢,Buddhayaśas,2
羅云經,Buddhayaśas,2
制非制,Buddhayaśas,2
真實淨施,Buddhayaśas,2
無明黑暗,Buddhayaśas,2
不利人,Buddhayaśas,2
除鬚髮捨家為道,Buddhayaśas,2
現世得證,Buddhayaśas,2
法語眾,Buddhayaśas,2
覆藏法,Buddhayaśas,2
憶念教化,Buddhayaśas,2
結使患,Buddhayaśas,2
雜難經,Buddhayaśas,2
授我別,Buddhayaśas,2
盡形壽請,Buddhayaśas,2
犯畏,Buddhayaśas,2
吉祥之瓶,Buddhayaśas,2
尼俱律園,Buddhayaśas,2
求解呵責羯磨,Buddhayaśas,2
二部戒毘尼,Buddhayaśas,2
已得解脫智,Buddhayaśas,2
破結使比丘,Buddhayaśas,2
內無所著,Buddhayaśas,2
藥犍度,Buddhayaśas,2
眼觸熾然,Buddhayaśas,2
馬齒縫,Buddhayaśas,2
善道經,Buddhayaśas,2
叉摩衣,Buddhayaśas,2
新苦不生,Buddhayaśas,2
無礙解脫智生,Buddhayaśas,2
旃檀鉢,Buddhayaśas,2
著割截衣比丘,Buddhayaśas,2
非法別眾呵責,Buddhayaśas,2
覆重罪,Buddhayaśas,2
威力無量,Buddhayaśas,2
輕毀戒,Buddhayaśas,2
比丘尼揵度,Buddhayaśas,2
惡術,Buddhayaśas,2
不用處定,Buddhayaśas,2
犯重法,Buddhayaśas,2
無漏智明,Buddhayaśas,2
沓婆摩羅子比丘,Buddhayaśas,2
娑婆呵,Buddhayaśas,2
波羅夷妄語,Buddhayaśas,2
訕若毘羅吒子,Buddhayaśas,2
呵欲為過,Buddhayaśas,2
迦絺那衣犍度,Buddhayaśas,2
滅除巢窟,Buddhayaśas,2
非法和合自恣,Buddhayaśas,2
受經阿闍梨,Buddhayaśas,2
淨行學,Buddhayaśas,2
稱讚出離,Buddhayaśas,2
僧祇陀經,Buddhayaśas,2
去垢無垢,Buddhayaśas,2
大人之法,Buddhayaśas,2
念為主,Buddhayaśas,2
念出離,Buddhayaśas,2
違背於法,Buddhayaśas,2
出離一切諸結縛,Buddhayaśas,2
無上淨行,Buddhayaśas,2
小沙彌尼,Buddhayaśas,2
作寺廟,Buddhayaśas,2
跋闍國,Buddhayaśas,2
針氈,Buddhayaśas,2
苦盡向道,Buddhayaśas,2
阿那般那三昧,Buddhayaśas,2
調伏渴愛,Buddhayaśas,2
白月十五日,Buddhayaśas,2
劫貝拘遮羅,Buddhayaśas,2
可作婬處,Buddhayaśas,2
三重制,Buddhayaśas,2
道果成就,Buddhayaśas and Zhu Fonian,2
無欲扼,Buddhayaśas and Zhu Fonian,2
往來所趣,Buddhayaśas and Zhu Fonian,2
六入身,Buddhayaśas and Zhu Fonian,2
俱物頭花,Buddhayaśas and Zhu Fonian,2
衣食知足,Buddhayaśas and Zhu Fonian,2
無瞋想,Buddhayaśas and Zhu Fonian,2
一銅釜,Buddhayaśas and Zhu Fonian,2
超越道,Buddhayaśas and Zhu Fonian,2
熾燃於法,Buddhayaśas and Zhu Fonian,2
天眼智明,Buddhayaśas and Zhu Fonian,2
勤於正念,Buddhayaśas and Zhu Fonian,2
具十善行,Buddhayaśas and Zhu Fonian,2
身不淨想,Buddhayaśas and Zhu Fonian,2
無漏智證,Buddhayaśas and Zhu Fonian,2
靈曜,Buddhayaśas and Zhu Fonian,2
見法決定,Buddhayaśas and Zhu Fonian,2
自獲己利,Buddhayaśas and Zhu Fonian,2
盡於三漏,Buddhayaśas and Zhu Fonian,2
慈音,Buddhayaśas and Zhu Fonian,2
不向餘道,Buddhayaśas and Zhu Fonian,2
不念一切想,Buddhayaśas and Zhu Fonian,2
多銅釜,Buddhayaśas and Zhu Fonian,2
大教經,Buddhayaśas and Zhu Fonian,2
老死地,Buddhayaśas and Zhu Fonian,2
出入於地,Buddhayaśas and Zhu Fonian,2
精進覺悟,Buddhayaśas and Zhu Fonian,2
龍戒,Buddhayaśas and Zhu Fonian,2
增益阿須倫眾,Buddhayaśas and Zhu Fonian,2
解脫花,Buddhayaśas and Zhu Fonian,2
一向受樂,Buddhayaśas and Zhu Fonian,2
三不善思,Buddhayaśas and Zhu Fonian,2
九愛本,Buddhayaśas and Zhu Fonian,2
無染無所著,Buddhayaśas and Zhu Fonian,2
阿遊波尼俱律樹,Buddhayaśas and Zhu Fonian,2
無見扼,Buddhayaśas and Zhu Fonian,2
鬱鞞羅尼連禪水,Buddhayaśas and Zhu Fonian,2
增盛戒,Buddhayaśas and Zhu Fonian,2
趣漏盡道,Buddhayaśas and Zhu Fonian,2
蘇羅婆國,Buddhayaśas and Zhu Fonian,2
決定正住,Buddhayaśas and Zhu Fonian,2
大善見天,Buddhayaśas and Zhu Fonian,2
上流阿迦尼吒,Buddhayaśas and Zhu Fonian,2
起無常想,Buddhayaśas and Zhu Fonian,2
無無明扼,Buddhayaśas and Zhu Fonian,2
三出要界,Buddhayaśas and Zhu Fonian,2
敷演開示,Buddhayaśas and Zhu Fonian,2
離喜修捨,Buddhayaśas and Zhu Fonian,2
滅想定,Buddhayaśas and Zhu Fonian,2
七定具,Buddhayaśas and Zhu Fonian,2
捨命住壽,Buddhayaśas and Zhu Fonian,2
捨滅苦樂,Buddhayaśas and Zhu Fonian,2
戒盜結,Buddhayaśas and Zhu Fonian,2
執樂天,Buddhayaśas and Zhu Fonian,2
住想知滅,Buddhayaśas and Zhu Fonian,2
闍尼沙,Buddhayaśas and Zhu Fonian,2
無想無所覺知,Buddhayaśas and Zhu Fonian,2
掉戱蓋,Buddhayaśas and Zhu Fonian,2
精勤相,Buddhayaśas and Zhu Fonian,2
梵摩那,Buddhayaśas and Zhu Fonian,2
總相法,Buddhayaśas and Zhu Fonian,2
四無扼,Buddhayaśas and Zhu Fonian,2
捨喜守護,Buddhayaśas and Zhu Fonian,2
樂速得,Buddhayaśas and Zhu Fonian,2
大乘道之輿,Buddhayaśas and Zhu Fonian,2
羅呵阿須倫,Buddhayaśas and Zhu Fonian,2
嫉妬出要,Buddhayaśas and Zhu Fonian,2
拘物頭地獄,Buddhayaśas and Zhu Fonian,2
一切縛得解,Buddhayaśas and Zhu Fonian,2
自解結,Buddhayaśas and Zhu Fonian,2
法橋渡河津,Buddhayaśas and Zhu Fonian,2
護念樂行,Buddhayaśas and Zhu Fonian,2
滅盡枝,Buddhayaśas and Zhu Fonian,2
宿福眼,Buddhayaśas and Zhu Fonian,2
空智天,Buddhayaśas and Zhu Fonian,2
福樹,Buddhayaśas and Zhu Fonian,2
不漏諸惡,Buddhayaśas and Zhu Fonian,2
提頭賴吒龍王,Buddhayaśas and Zhu Fonian,2
解脫聚,Buddhayaśas and Zhu Fonian,2
九梵行,Buddhayaśas and Zhu Fonian,2
婆師花,Buddhayaśas and Zhu Fonian,2
利養無上,Buddhayaśas and Zhu Fonian,2
善見龍王,Buddhayaśas and Zhu Fonian,2
度有想無想處住想知滅,Buddhayaśas and Zhu Fonian,2
此世無常,Buddhayaśas and Zhu Fonian,2
無上滅,Buddhayaśas and Zhu Fonian,2
穀貴劫,Buddhayaśas and Zhu Fonian,2
毘摩質多羅阿須倫,Buddhayaśas and Zhu Fonian,2
勤於禪定,Buddhayaśas and Zhu Fonian,2
苦出要聖諦,Buddhayaśas and Zhu Fonian,2
諸有本,Buddhayaśas and Zhu Fonian,2
四月觀察,Buddhayaśas and Zhu Fonian,2
鉢頭摩地獄,Buddhayaśas and Zhu Fonian,2
流轉無窮,Buddhayaśas and Zhu Fonian,2
觀察他心,Buddhayaśas and Zhu Fonian,2
見生死智證,Buddhayaśas and Zhu Fonian,2
是命異身異,Buddhayaśas and Zhu Fonian,2
撿心專一,Buddhayaśas and Zhu Fonian,2
身見出要,Buddhayaśas and Zhu Fonian,2
劫數成敗,Buddhayaśas and Zhu Fonian,2
一切渡天人,Buddhayaśas and Zhu Fonian,2
掉戲蓋,Buddhayaśas and Zhu Fonian,2
有樂有苦,Buddhayaśas and Zhu Fonian,2
曚曚不悟,Buddhayaśas and Zhu Fonian,2
解脫知見聚,Buddhayaśas and Zhu Fonian,2
勤滅貪欲,Buddhayaśas and Zhu Fonian,2
勤於戒行,Buddhayaśas and Zhu Fonian,2
宿命通證,Buddhayaśas and Zhu Fonian,2
一向受苦,Buddhayaśas and Zhu Fonian,2
知慙,Buddhayaśas and Zhu Fonian,2
持華鬼神,Buddhayaśas and Zhu Fonian,2
無作我者,Buddhayaśas and Zhu Fonian,2
七勤,Buddhayaśas and Zhu Fonian,2
戱論,Buddhayaśas and Zhu Fonian,2
若干種身而一想者,Buddhayaśas and Zhu Fonian,2
栴檀香槨,Buddhayaśas and Zhu Fonian,2
害思,Buddhayaśas and Zhu Fonian,2
瞋恚出要,Buddhayaśas and Zhu Fonian,2
一切行無常想,Buddhayaśas and Zhu Fonian,2
四大教法,Buddhayaśas and Zhu Fonian,2
自熾燃,Buddhayaśas and Zhu Fonian,2
世間常存,Buddhayaśas and Zhu Fonian,2
色愛身,Buddhayaśas and Zhu Fonian,2
內信歡悅,Buddhayaśas and Zhu Fonian,2
如來賢聖之眾,Buddhayaśas and Zhu Fonian,2
有無二行,Buddhayaśas and Zhu Fonian,2
無命無身,Buddhayaśas and Zhu Fonian,2
觀察平等法,Buddhayaśas and Zhu Fonian,2
天本經,Buddhayaśas and Zhu Fonian,2
貫經,Buddhayaśas and Zhu Fonian,2
生彼般涅槃,Buddhayaśas and Zhu Fonian,2
般闍羅國,Buddhayaśas and Zhu Fonian,2
苦遲得,Buddhayaśas and Zhu Fonian,2
無量思惟,Buddhayaśas and Zhu Fonian,2
細滑食,Buddhayaśas and Zhu Fonian,2
香塔,Buddhayaśas and Zhu Fonian,2
勤破邪見,Buddhayaśas and Zhu Fonian,2
阿般提國,Buddhayaśas and Zhu Fonian,2
恬然快樂,Buddhayaśas and Zhu Fonian,2
玄旨,Buddhayaśas and Zhu Fonian,2
三福業,Buddhayaśas and Zhu Fonian,2
毘沙門天王太子,Buddhayaśas and Zhu Fonian,2
識智天,Buddhayaśas and Zhu Fonian,2
三善識,Daotai and Buddhavarman,2
欲愛纏,Daotai and Buddhavarman,2
通體,Daotai and Buddhavarman,2
五種斷煩惱,Daotai and Buddhavarman,2
堅信法,Daotai and Buddhavarman,2
向阿那含果證人,Daotai and Buddhavarman,2
隨從知見,Daotai and Buddhavarman,2
五念處,Daotai and Buddhavarman,2
比丘戒具足,Daotai and Buddhavarman,2
無色界無戒,Daotai and Buddhavarman,2
業犍度,Daotai and Buddhavarman,2
有想定,Daotai and Buddhavarman,2
禪邊果,Daotai and Buddhavarman,2
假名有餘意,Daotai and Buddhavarman,2
聞持不忘,Daotai and Buddhavarman,2
毘尼師,Daotai and Buddhavarman,2
住四果,Daotai and Buddhavarman,2
有餘斷,Daotai and Buddhavarman,2
助道分,Daotai and Buddhavarman,2
憂慼行,Daotai and Buddhavarman,2
非想非非想處想,Daotai and Buddhavarman,2
毘摩質多羅王,Daotai and Buddhavarman,2
無所有處心,Daotai and Buddhavarman,2
不時解脫道,Daotai and Buddhavarman,2
學見現在前,Daotai and Buddhavarman,2
第六人行無相,Daotai and Buddhavarman,2
見苦所斷心,Daotai and Buddhavarman,2
斷結法,Daotai and Buddhavarman,2
習等行,Daotai and Buddhavarman,2
比智分果,Daotai and Buddhavarman,2
義像,Daotai and Buddhavarman,2
禪無量解脫,Daotai and Buddhavarman,2
定陰,Daotai and Buddhavarman,2
見滅所斷結,Daotai and Buddhavarman,2
同行人,Daotai and Buddhavarman,2
歸法寶,Daotai and Buddhavarman,2
婆陀利,Daotai and Buddhavarman,2
現法沙門果,Daotai and Buddhavarman,2
有恒緣,Daotai and Buddhavarman,2
有箭,Daotai and Buddhavarman,2
遲慧道,Daotai and Buddhavarman,2
依樂受,Daotai and Buddhavarman,2
三種眼,Daotai and Buddhavarman,2
漏盡智證明,Daotai and Buddhavarman,2
尊者陀羅達多,Daotai and Buddhavarman,2
樂遲慧道,Daotai and Buddhavarman,2
聖道流,Daotai and Buddhavarman,2
得正決定初,Daotai and Buddhavarman,2
尊者瞿醯迦,Daotai and Buddhavarman,2
向須陀洹果證人,Daotai and Buddhavarman,2
樂速通,Daotai and Buddhavarman,2
貪身縛,Daotai and Buddhavarman,2
有相續法,Daotai and Buddhavarman,2
前際愚,Daotai and Buddhavarman,2
三善覺,Daotai and Buddhavarman,2
論議道,Daotai and Buddhavarman,2
不煩天,Daotai and Buddhavarman,2
相好業,Daotai and Buddhavarman,2
善根相應法,Daotai and Buddhavarman,2
大法河,Daotai and Buddhavarman,2
無餘身涅槃界,Daotai and Buddhavarman,2
合苦義,Daotai and Buddhavarman,2
身見滅,Daotai and Buddhavarman,2
善心性,Daotai and Buddhavarman,2
諸行散滅,Daotai and Buddhavarman,2
無恒緣,Daotai and Buddhavarman,2
修道所斷具縛,Daotai and Buddhavarman,2
非時解脫人,Daotai and Buddhavarman,2
無所屬法,Daotai and Buddhavarman,2
不害於他,Daotai and Buddhavarman,2
因慧生,Daotai and Buddhavarman,2
法住法界,Daotai and Buddhavarman,2
內道凡夫,Daotai and Buddhavarman,2
身見近對治,Daotai and Buddhavarman,2
四種愚,Daotai and Buddhavarman,2
心猛利,Daotai and Buddhavarman,2
對治邪見,Daotai and Buddhavarman,2
生智論,Daotai and Buddhavarman,2
彌多達子,Daotai and Buddhavarman,2
速慧道,Daotai and Buddhavarman,2
性倒,Daotai and Buddhavarman,2
空即無我,Daotai and Buddhavarman,2
法義無礙,Daotai and Buddhavarman,2
念前世智通,Daotai and Buddhavarman,2
法祠祀,Daotai and Buddhavarman,2
向斯陀含果證人,Daotai and Buddhavarman,2
白果,Daotai and Buddhavarman,2
閻羅卒,Daotai and Buddhavarman,2
散滅法,Daotai and Buddhavarman,2
棄斷,Daotai and Buddhavarman,2
諸趣法,Daotai and Buddhavarman,2
離三界結,Daotai and Buddhavarman,2
愛恚慢疑無明,Daotai and Buddhavarman,2
諸根戒,Daotai and Buddhavarman,2
安那般那念念處,Daotai and Buddhavarman,2
欲界見苦所斷十使,Daotai and Buddhavarman,2
猗定捨覺支,Daotai and Buddhavarman,2
止生死輪,Daotai and Buddhavarman,2
九十二使,Daotai and Buddhavarman,2
觀界方便,Daotai and Buddhavarman,2
舊業,Daotai and Buddhavarman,2
非法論,Daotai and Buddhavarman,2
解脫心念,Daotai and Buddhavarman,2
老死道,Daotai and Buddhavarman,2
百釘釘身,Daotai and Buddhavarman,2
三十六愛行,Daotai and Buddhavarman,2
阿毘至,Daotai and Buddhavarman,2
善趣惡趣道,Daotai and Buddhavarman,2
貪恚癡立足處,Daotai and Buddhavarman,2
大眾怖,Daotai and Buddhavarman,2
二有中間,Daotai and Buddhavarman,2
自性念生智,Daotai and Buddhavarman,2
下三種結,Daotai and Buddhavarman,2
自地無漏道,Daotai and Buddhavarman,2
諸生死中,Daotai and Buddhavarman,2
退還法,Daotai and Buddhavarman,2
空處界,Daotai and Buddhavarman,2
逆次定,Daotai and Buddhavarman,2
聖所遠離,Daotai and Buddhavarman,2
色無色身,Daotai and Buddhavarman,2
中三種結,Daotai and Buddhavarman,2
有漏定,Daotai and Buddhavarman,2
無記心性,Daotai and Buddhavarman,2
盡色道,Daotai and Buddhavarman,2
自體解脫,Daotai and Buddhavarman,2
世俗智果,Daotai and Buddhavarman,2
不隱沒無記性,Daotai and Buddhavarman,2
世俗正智,Daotai and Buddhavarman,2
無明殼,Daotai and Buddhavarman,2
粗細,Daotai and Buddhavarman,2
壽命有增有減,Daotai and Buddhavarman,2
展轉作因,Daotai and Buddhavarman,2
不善結,Daotai and Buddhavarman,2
無恚覺,Daotai and Buddhavarman,2
等入正法,Daotai and Buddhavarman,2
